ID,Title,Content,Image URL,Categories,Company,Product,Tags,Status,Date
63432,Ipsen Reports the Withdrawal of NDA for Palovarotene to Treat Fibrodysplasia Ossificans Progressiva,"
<p><strong>Shots:</strong></p>



<ul><li>The withdrawal follows the recent discussion with the US FDA regarding the palovarotene’s NDA review that initiated in May’21</li><li>The additional analysis will be required to progress and complete the review process from Ipsen’s P- III MOVE and FOP program. Ipsen plans to resubmit to the FDA, following completion of the required data</li><li>Palovarotene (PO) is a selective RAR? agonist for the prevention of heterotropic ossification in patients with FOP. The FDA grants Priority Review with an anticipated PDUFA date as Nov 30, 2021</li></ul>



<p><a href=""https://pharmashots.com/press-releases/ipsen-announces-withdrawal-of-palovarotene-nda-confirming-intention-to-re-submit-following-additional-data-analyses/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Businesswire | <strong>Image:</strong> Ipsen</p>
",https://pharmashots.com/wp-content/uploads/2021/08/Ipsen.jpg,Clinical Trials,,,Ipsen|Palovarotene|Fibrodysplasia Ossificans Progressiva|Clinical Trials|NDA|Withdrawal,publish,2021-08-13
63435,Celltrion’s Regdanvimab (CT-P59) Receives the ANVISA’s EUA for the Treatment of COVID-19 in Brazil,"
<p><strong>Shots:</strong></p>



<ul><li>The EUA is based on P-III study evaluating regdanvimab vs PBO in adults with COVID-19 who do not require supplemental oxygen &amp; are at high risk of progression to severe COVID-19</li><li>The results demonstrated a 72% reduction in risk of COVID-19 related hospitalization or death in high-risk patients &amp; 70% for all patients, shortened time to clinical recovery (4.7 vs 4.9 days). The therapy also showed a safety, tolerability, antiviral effect &amp; efficacy profile</li><li>Additionally, in vitro &amp; in vivo studies demonstrated the potency of regdanvimab against multiple variants of concern including Alpha, Beta, Gamma &amp; Delta variants. The therapy also showed strong neutralizing capability against Lambda variant</li></ul>



<p><a href=""https://pharmashots.com/press-releases/brazilian-health-regulatory-agency-anvisa-grants-emergency-use-authorisation-eua-for-celltrions-regdanvimab-ct-p59/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Celltrion | <strong>Image:</strong> Pulse News</p>
",https://pharmashots.com/wp-content/uploads/2021/08/Celltrion.jpg,COVID-19|Regulatory,,,Celltrion|Regdanvimab| CT-P59|COVID-19|Regulatory| ANVISA| EUA,publish,2021-08-13
63439,Junshi and Coherus’s Toripalimab Receive the US FDA’s Breakthrough Therapy Designation as 1L Treatment of Nasopharyngeal Carcinoma,"
<p><strong>Shots:</strong></p>



<ul><li>The designation is based on the P-III JUPITER-02 trial evaluating toripalimab + CT vs CT alone in patients with NPC. The result was presented at ASCO 2021</li><li>The results demonstrated an improvement in PFS. The trial also meets 2EPs of PFS assessed by the investigator and ORR as assessed by BIRC including higher DoR; DCR &amp; OS rates while safety profile is consistent with that observed in previously reported clinical trials</li><li>The BLA submission is expected to complete in Q3’21 for toripalimab + CT as 1L NPC and for toripalimab monothx. as 1L &amp; 2L NPC. The therapy has received FTD for the treatment of mucosal melanoma and ODD for NPC, mucosal melanoma, and soft tissue sarcoma</li></ul>



<p><a href=""https://pharmashots.com/press-releases/junshi-biosciences-and-coherus-announce-u-s-fda-breakthrough-therapy-designation-granted-for-toripalimab-for-1st-line-treatment-of-nasopharyngeal-carcinoma/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Globe Newswire | <strong>Image:</strong> PR Newswire</p>
",https://pharmashots.com/wp-content/uploads/2021/08/News-Video-2.jpg,Regulatory,,,Coherus|Junshi|Toripalimab|Nasopharyngeal Carcinoma|Regulatory|Breakthrough Therapy Designation|FDA|US,publish,2021-08-13
63443,"PharmaShots Weekly Snapshots (August 09 – 13, 2021)","
<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63439&amp;action=edit""><strong>Junshi and Coherus’s Toripalimab Receive the US FDA’s Breakthrough Therapy Designation as 1L Treatment of Nasopharyngeal Carcinoma</strong></a></p>



<p><strong>Published:</strong> Aug 13, 2021 | <strong>Tags:</strong> Junshi, Coherus, Toripalimab, US, FDA, Breakthrough Therapy Designation, Nasopharyngeal Carcinoma</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63435&amp;action=edit""><strong>Celltrion’s Regdanvimab (CT-P59) Receives the ANVISA’s EUA for the Treatment of COVID-19 in Brazil</strong></a></p>



<p><strong>Published:</strong> Aug 13, 2021 | <strong>Tags: </strong>Celltrion, Regdanvimab, CT-P59, ANVISA, EUA, COVID-19, Brazil<strong></strong></p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63432&amp;action=edit""><strong>Ipsen Reports the Withdrawal of NDA for Palovarotene to Treat Fibrodysplasia Ossificans Progressiva</strong></a></p>



<p><strong>Published:</strong> Aug 13, 2021 | <strong>Tags:</strong> Ipsen, Withdrawal, NDA, Palovarotene, Fibrodysplasia Ossificans Progressiva</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63424&amp;action=edit""><strong>Wise and NYU Langone Health Publish the Results of Personal Zen App for Multiple Sclerosis in Frontiers in Neurology</strong></a></p>



<p><strong>Published:</strong> Aug 13, 2021 | <strong>Tags:</strong> Wise, NYU Langone Health, Personal Zen App, Clinical Study, Multiple Sclerosis, Frontiers, Neurology</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63419&amp;action=edit""><strong>Aprea Reports the FDA’s Hold on Clinical Trials for the Treatment Lymphoid Malignancy</strong></a></p>



<p><strong>Published:</strong> Aug 13, 2021 | <strong>Tags:</strong> Aprea, FDA, Partial Hold, Clinical Trials, Lymphoid Malignancy</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63416&amp;action=edit""><strong>Jazz’ Xywav Receives the US FDA’s Approval for the Treatment of Idiopathic Hypersomnia</strong></a></p>



<p><strong>Published:</strong> Aug 13, 2021 | <strong>Tags:</strong> Jazz, Xywav, US, FDA, Approval, Idiopathic Hypersomnia<strong></strong></p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63371&amp;action=edit""><strong>GC Publishes the Results of GC5107 in P-III Trial for the Treatment of Primary Immunodeficiency in Frontiers in Immunology</strong></a></p>



<p><strong>Published:</strong> Aug 12, 2021 | <strong>Tags:</strong> GC, GC5107, P-III, Trial, Primary Immunodeficiency, Frontiers, Immunology</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63363&amp;action=edit""><strong>I-Mab Reports Interim Data of Plonmarlimab (TJM2) in P-II/III Study to Treat COVID-19</strong></a></p>



<p><strong>Published:</strong> Aug 12, 2021 | <strong>Tags:</strong> I-Mab, Plonmarlimab, TJM2, P-II/III, Study, COVID-19</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63360&amp;action=edit""><strong>Innovent’s IBI306 Meets its Primary Endpoint in P-III CREDIT-2 Study for Heterozygous Familial Hypercholesterolemia</strong></a></p>



<p><strong>Published:</strong> Aug 12, 2021 | <strong>Tags:</strong> Innovent, IBI306, P-III, CREDIT-2 Study, Heterozygous Familial Hypercholesterolemia</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63345&amp;action=edit""><strong>C4T’s CFT7455 Receives the US FDA’s Orphan Drug designation for the Treatment of Multiple Myeloma</strong></a></p>



<p><strong>Published:</strong> Aug 12, 2021 | <strong>Tags:</strong> C4T, CFT7455, US, FDA, Orphan Drug designation, Multiple Myeloma</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63339&amp;action=edit""><strong>Merck’s Keytruda (pembrolizumab) + Lenvima (lenvatinib) Receive the US FDA’s Approval as 1L Treatment of Advanced Renal Cell Carcinoma</strong></a></p>



<p><strong>Published:</strong> Aug 12, 2021 | <strong>Tags:</strong> Merck, Eisai, Keytruda, pembrolizumab, Lenvima, Lenvatinib, US, FDA, Approval, Advanced Renal Cell Carcinoma</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63336&amp;action=edit""><strong>Sorrento to License Dyadic’s DYAI-100 and C1 Technology for Protein-Based Coronavirus Vaccines and Therapeutics</strong></a></p>



<p><strong>Published:</strong> Aug 12, 2021 | <strong>Tags:</strong> Sorrento, Dyadic, DYAI-100, Protein-Based Coronavirus Vaccines, Therapeutics</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63317&amp;action=edit""><strong>The US FDA’s Rejects FibroGen’s Roxadustat for the Treatment of Anemia Due to CKD</strong></a></p>



<p><strong>Published:</strong> Aug 11, 2021 | <strong>Tags:</strong> US, FDA, Reject, FibroGen, Roxadusta, Anemia, CKD</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63311&amp;action=edit""><strong>Boston’s EXALT Model B Single-Use Bronchoscope Receives the US FDA’s Clearance for Bronchoscopy Procedures</strong></a></p>



<p><strong>Published:</strong> Aug 11, 2021 | <strong>Tags:</strong> Boston, EXALT Model B Single-Use Bronchoscope, US, FDA, Clearance, Bronchoscopy Procedures</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63308&amp;action=edit""><strong>Merck Reports the US FDA’s Acceptance of Keytruda’s sBLA for Review to Treat MSI-H/dMMR Advanced Endometrial Carcinoma</strong></a></p>



<p><strong>Published:</strong> Aug 11, 2021 | <strong>Tags:</strong> Merck, US, FDA, Keytruda, sBLA, MSI-H/dMMR, Advanced Endometrial Carcinoma</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63302&amp;action=edit""><strong>GW’s Epidyolex (cannabidiol) Receives MHRA’s Approval for the Treatment of Seizures Associated with Tuberous Sclerosis Complex in UK</strong></a></p>



<p><strong>Published:</strong> Aug 11, 2021 | <strong>Tags:</strong> GW, Epidyolex, cannabidiol, MHRA, Approval, Seizures, Tuberous Sclerosis Complex</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63296&amp;action=edit""><strong>Dermavant Reports the US FDA’s Acceptance of NDA for Tapinarof Cream to Treat Plaque Psoriasis</strong></a></p>



<p><strong>Published:</strong> Aug 11, 2021 | <strong>Tags:</strong> Dermavant, US, FDA, Acceptance, NDA, Tapinarof Cream, Plaque Psoriasis</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63293&amp;action=edit""><strong>Takeda to Advance FIN-524 Development Program in Ulcerative Colitis</strong></a></p>



<p><strong>Published:</strong> Aug 11, 2021 | <strong>Tags:</strong> Takeda, FIN-524 Development Program, Ulcerative Colitis</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63276&amp;action=edit""><strong>Merck Reports the US FDA’s Acceptance of sBLA and Priority Review for Keytruda (pembrolizumab) as an Adjuvant Treatment for RCC</strong></a></p>



<p><strong>Published:</strong> Aug 10, 2021 | <strong>Tags:</strong> Merck, US, FDA, sBLA, Priority Review, Keytruda, pembrolizumab, RCC</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63266&amp;action=edit""><strong>Alnylam Reports Completion of Patient Enrollment in P-III HELIOS-B Study for Vutrisiran to Treat ATTR Amyloidosis with Cardiomyopathy</strong></a></p>



<p><strong>Published:</strong> Aug 10, 2021 | <strong>Tags:</strong> Alnylam, P-III, HELIOS-B Study, Vutrisiran, ATTR Amyloidosis, Cardiomyopathy</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63258&amp;action=edit""><strong>Seagen Signs an Exclusive WW License Agreement with RemeGen to Develop and Commercialize Disitamab Vedotin</strong></a></p>



<p><strong>Published:</strong> Aug 10, 2021 | <strong>Tags:</strong> Seagen, RemeGen, Develop, Commercialize, Disitamab Vedotin</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63253&amp;action=edit""><strong>AbbVie Receives $20M Milestone in its DUB Targets Collaboration with Mission to Treat Alzheimer and Parkinson Diseases</strong></a></p>



<p><strong>Published:</strong> Aug 10, 2021 | <strong>Tags:</strong> AbbVie, 20M Milestones, Mission, DUB Targets, Alzheimer, Parkinson Diseases</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63245&amp;action=edit""><strong>Harmony Acquires ConSynance’s Asset for the Treatment of Narcolepsy and other Rare Neurological Diseases</strong></a></p>



<p><strong>Published:</strong> Aug 10, 2021 | <strong>Tags:</strong> Harmony, ConSynance, Asset, Narcolepsy, Rare Neurological Diseases</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63241&amp;action=edit""><strong>AbbVie Terminates its License Agreement with Molecular Partners for Abicipar Pegol</strong></a></p>



<p><strong>Published:</strong> Aug 10, 2021 | <strong>Tags:</strong> AbbVie, Terminates, License Agreement, Molecular Partners, Abicipar Pegol</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63231&amp;action=edit""><strong>Calliditas Receives the US FDA’s Fast Track Designation for Setanaxib to Treat Primary Biliary Cholangitis</strong></a></p>



<p><strong>Published:</strong> Aug 9, 2021 | <strong>Tags:</strong> Calliditas, US, FDA, Fast Track Designation, Setanaxib, Primary Biliary Cholangitis</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63222&amp;action=edit""><strong>UCB Presents Two-Year Data of Bimekizumab in BE BRIGHT Trial for the Treatment of Moderate to Severe Plaque Psoriasis at AAD 2021</strong></a></p>



<p><strong>Published:</strong> Aug 9, 2021 | <strong>Tags:</strong> UCB, Bimekizumab, BE BRIGHT Trial, Plaque Psoriasis, AAD 2021</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63207&amp;action=edit""><strong>Genentech Reports Results of Polivy (polatuzumab vedotin-piiq) + R-CHP in P-III POLARIX Trial for the Treatment of Diffuse Large B-Cell Lymphoma</strong></a></p>



<p><strong>Published:</strong> Aug 9, 2021 | <strong>Tags:</strong> Genentech, Polivy, polatuzumab vedotin-piiq, R-CHP, P-III, POLARIX Trial, DLBCL</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63215&amp;action=edit""><strong>AstraZeneca’s Forxiga (dapagliflozin) Receives EC’s Approval for the Treatment of Chronic Kidney Disease in Patients with and without T2D</strong></a></p>



<p><strong>Published:</strong> Aug 9, 2021 | <strong>Tags:</strong> AstraZeneca, Forxiga, dapagliflozin, EC, Approval, Chronic Kidney Disease</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63211&amp;action=edit""><strong>Eli Lilly and Innovent Report Results of Sintilimab + CT in P-III ORIENT-11 Study as 1L Treatment of NSCLC</strong></a></p>



<p><strong>Published:</strong> Aug 9, 2021 | <strong>Tags:</strong> Eli Lilly, Innovent, Sintilimab, CT, P-III, ORIENT-11 Study, Non-Squamous NSCLC, Thoracic Oncology</p>



<p><a href=""https://pharmashots.com/wp-admin/post.php?post=63203&amp;action=edit""><strong>Sanofi’s Nexviazyme (avalglucosidase alfa-ngpt) Receives the US FDA’s Approval for the Treatment of Late-Onset Pompe Disease</strong></a></p>



<p><strong>Published:</strong> Aug 9, 2021 | <strong>Tags:</strong> Sanofi, Nexviazyme, avalglucosidase alfa-ngpt, Receives, US, FDA, Approval, Late-Onset Pompe Disease</p>



<p><strong>Related Post:</strong> <strong><a href=""https://pharmashots.com/63191/pharmashots-weekly-snapshots-aug-02-06-2021/"">PharmaShots Weekly Snapshots (Aug 02 – 06, 2021)</a></strong></p>
",https://pharmashots.com/wp-content/uploads/2021/08/MicrosoftTeams-image-17.jpg,Weekly Snapshot,,,AbbVie|Alnylam|Aprea|AstraZeneca|Boston|C4T|Calliditas|Celltrion|Coherus|ConSynance|Dermavant|Dyadic|Eisai|Eli Lilly|FibroGen|GC|Genentech|GW|Harmony|I-Mab|Innovent|Ipsen|Jazz|Junshi|Merck|NYU Langone Health|Sanofi|Seagen|Sorrento|Takeda|UCB|Wise,publish,2021-08-13
63454,Merck’s Welireg (belzutifan) Receives the US FDA’s Approval for the Treatment of Von Hippel-Lindau Disease Associated Tumors,"
<p><strong>Shots:</strong></p>



<ul><li>The approval is based on open-label study 004 trial evaluates welireg (120 mg, qd) in patients with VHL-associated tumors including RCC, CNS hemangioblastomas, or pNET</li><li>The results showed ORR (49%), m-DoR had not reached, 56% were still responding after 12mos., m-TTR (8mos.) in 61 patients with VHL-associated RCC, Additionally, 24 &amp; 12 patients with CNS hemangioblastomas &amp; pNET demonstrates ORR (63%/ 83%), m-DoR had not reached, CR rate (4% &amp; 17%), PR rate (58% &amp; 76%), patients were still responding (73% &amp; 50%) after 12 mos., m-TTR was 3 &amp; 8mos.</li><li>Welireg is the first HIF-2a inhibitor therapy approved in the US and is expected to be available in early Sept'21</li></ul>



<p><a href=""https://pharmashots.com/press-releases/fda-approves-mercks-hypoxia-inducible-factor-2-alpha-hif-2%ce%b1-inhibitor-welireg-belzutifan-for-the-treatment-of-patients-with-certain-types-of-von-hippel-lindau-vhl-disease/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Merck | <strong>Image:</strong> Fortune</p>
",https://pharmashots.com/wp-content/uploads/2021/08/Merck-3.jpg,Regulatory,,,Merck|Welireg|belzutifan|Von Hippel-Lindau Disease Associated Tumors|Regulatory|US|FDA|Approval,publish,2021-08-16
63457,The US FDA Rejects Sesen Bio’s Vicineum (oportuzumab monatox-qqrs) for the Treatment of BCG-Unresponsive NMIBC,"
<p><strong>Shots:</strong></p>



<ul><li>The company has received the FDA’s CRL declining the approval of Vicineum’s BLA to treat BCG-unresponsive NMIBC</li><li>The FDA has provided recommendations to conduct additional clinical/statistical data and analyses of roxadustat in addition to CMC issues related to a recent pre-approval inspection and product quality</li><li>The company plans to meet with the FDA as soon as possible to discuss the next steps for regulatory approval. Additionally, the therapy is currently in a P-III registration trial in the US for the treatment of BCG-unresponsive NMIBC</li></ul>



<p><a href=""https://pharmashots.com/press-releases/sesen-bio-receives-complete-response-letter-from-fda-for-vicineum-oportuzumab-monatox-qqrs/"">Click here</a>&nbsp;to­ read full press release/ article |&nbsp;<strong>Ref:</strong>&nbsp;Businesswire |&nbsp;<strong>Image:</strong>&nbsp;Businesswire</p>
",https://pharmashots.com/wp-content/uploads/2021/08/Sesen.jpg,Regulatory,,,Sesen Bio|BCG|Oportuzumab monatox|Vicineum|NMIBC|US|FDA|Reject|Unresponsive|US,publish,2021-08-16
63461,Lilly Reports Results of Lebrikizumab in P-III ADvocate 1 and 2 Studies for the Treatment of Moderate to Severe Atopic Dermatitis,"
<p><strong>Shots:</strong></p>



<ul><li>The ongoing P-III ADvocate 1 &amp; 2 studies evaluate lebrikizumab as monothx. vs PBO in adult &amp; adolescent patients aged 12 to less than 18 yrs. with mod. to sev. AD for 52wks.</li><li>The 1EPs &amp; 2EPs of study i.e &gt;75% change from baseline in EASI score @16wks., improvement in skin clearance &amp; itch including QoL while safety profile was consistent with prior studies of lebrikizumab</li><li>Lilly gets exclusive rights for the development &amp; commercialization of lebrikizumab in the US &amp; other countries outside the EU while Almirall gets the rights to develop and commercialize the therapy for dermatology indications including the AD in the EU. The therapy has received FTD for a mod. to sev. AD</li></ul>



<p><a href=""https://pharmashots.com/press-releases/lillys-lebrikizumab-significantly-improved-skin-clearance-and-itch-in-people-with-moderate-to-severe-atopic-dermatitis-in-two-phase-3-trials/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> PR Newswire | <strong>Image:</strong> Wall Street Journal</p>
",https://pharmashots.com/wp-content/uploads/2021/04/Eli-Lilly-4.jpg,Clinical Trials,,,Lilly|Lebrikizumab|Atopic Dermatitis|Clinical Trials|P-III|Results,publish,2021-08-16
63468,Pfizer’s Ticovac Receives the US FDA’s Approval for the Prevention of Tick-Borne Encephalitis,"
<p><strong>Shots:</strong></p>



<ul><li>The US FDA has approved Ticovac for active immunization to prevent TBE in patients aged =1 yrs. The US CDC's will discuss recommendations regarding the safe and appropriate use of the vaccine</li><li>In clinical trials, safety &amp; immunogenicity of Ticovac were evaluated across two age groups (aged 1-15 yrs. and &gt;16 yrs.). The studies showed seropositivity rates (99.5% &amp; 98.7-100%) following 3 doses respectively while the vaccine was generally well-tolerated with no unexpected AEs or vaccine-related serious AEs observed</li><li>Additionally, real-world studies demonstrated that the vaccine is 96-98.7% effective in people who have received at least 3 doses of the vaccine</li></ul>



<p><a href=""https://pharmashots.com/press-releases/u-s-fda-approves-ticovac-pfizers-tick-borne-encephalitis-tbe-vaccine/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Pfizer | <strong>Image:</strong> The Wall Street Journal</p>
",https://pharmashots.com/wp-content/uploads/2021/05/Pfizer-6-1.jpg,Regulatory,,,Pfizer|Ticovac|Tick-Borne Encephalitis|Regulatory|US|FDA|Approval,publish,2021-08-16
63475,Merck Reports the Initiation of Rolling Submission to Health Canada for Molnupiravir to Treat COVID-19,"
<p><strong>Shots:</strong></p>



<ul><li>The initiation of a rolling submission to Health Canada for molnupiravir (bid, for 5 days) to treat COVID-19 is based on the P-II interim results from the P-II/III MOVe-OUT clinical trials. The therapy is being developed in collaboration with Ridgeback</li><li>The submission was accepted under the Minister of Health’s interim order and enables the review of early safety, quality and efficacy data while later-stage clinical trials are ongoing</li><li>The therapy is being currently evaluated in P-III MOVe-OUT clinical trials trial in 1550 non-hospitalized adults in a ratio (1:1) with SARS-CoV-2 with at least one risk factor associated with poor disease outcomes</li></ul>



<p><a href=""https://pharmashots.com/press-releases/merck-canada-initiates-rolling-submission-to-health-canada-for-molnupiravir-an-investigational-oral-therapeutic-agent-for-the-treatment-of-covid-19/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Newswire.ca | <strong>Image:</strong> Shutterstock</p>
",https://pharmashots.com/wp-content/uploads/2021/04/Merck-2.jpg,COVID-19|Regulatory,,,Merck|Molnupiravir|COVID-19|Regulatory|Health Canada|Rolling Submission,publish,2021-08-16
63479,The US FDA Lifts the Clinical Hold of Rocket’s RP-A501 Clinical Trial to Treat Danon Disease,"
<p><strong>Shots:</strong></p>



<ul><li>The FDA decision to lift the hold of P-I clinical trial for RP-A501 is based on the modification of the trial protocol and other supporting documents with revised guidelines for patient selection and management</li><li>The FDA allows the company to restart the patient enrolment. Additionally, the company is expected to initiate the dosing of the low-dose pediatric patients in Q3’21</li><li>The P-I trial evaluates the safety and tolerability of RP-A501 therapy (IV infusion) in both pediatric and young adult male patients. The company will report the updated data from the low-dose and higher-dose young adult cohorts in Q4’21</li></ul>



<p><a href=""https://pharmashots.com/press-releases/rocket-pharmaceuticals-announces-fda-lifts-clinical-hold-on-danon-disease-trial-of-rp-a501/"">Click here</a> to­ read full press release/ article | <strong>Ref:</strong> Businesswire | <strong>Image:</strong> Businesswire</p>
",https://pharmashots.com/wp-content/uploads/2021/08/Rocket-Pharma.jpg,Clinical Trials,,,Rocket Pharma|RP-A501|Danon Disease|Clinical Trials|US|FDA|Clinical Hold,publish,2021-08-16
